PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P520,Feed the Future Ghana Agricultural Development and Value Chain Enhancement II Project,"USAID ADVANCE achieves this goal through boosting the agricultural productivity of the three commodities, improving the value chain actors’ access to finance and markets, and strengthening local capacity.",U.S. Agency for International Development,USAID,Crop Production,Yes,Yes,Yes,No,Yes - sustainable food systems and value chains,ngo,"ACDI-VOCA, ACDEP, PAB Consult and TechnoServe",Northern Region,"Bunkpurugu-Yunyoo, Chereponi, Gushiegu, Karaga, Mamprugu Moagduri, Mion, Nanumba North, Nanumba South, Savelugu Nanton, Saboba, Tamale Metropolitan, Yendi Municipal, Sawla-Tuna-Kalba, Bole, Central Gonja, Tatale Sanguli, Tolon, West Mamprusi, Zabzugu.

Bawku Municipal, Bawku West, Binduri, Bolgatanga Municipal, Builsa North, Builsa South, Garu-Tempane, Kassena Nankana East, Kassena Nankana West.

Daffiama Bussie Issa, Jirapa, Lambussie-Karni, Lawra, Nadowli-Kaleo, Nandom, Sissala East, Sissala West, Wa East, Wa Municipal, Wa West.","Techiman, Wenchi, Badu, Ejura, 
Odumase, Nkoranza, Atebubu, Kintampo, Navrongo
",Completed,2014,2020,"https://www.acdivoca.org/
projects/agricultural-
development-value-
chain-enhancement-
advance-project/","Plowing, Improved Varieties, fertilzer (organic and Inorganic)","Pearl Coleman Ackah
Private Sector Team Leader,
USAID/Ghana
packah@usaid.gov

Christel Tshikudi,
Chief of Party,
ADVANCE II Project
ctshikudi@acdivoca.org

Cecil Osei,
Technical Director-Value Chain Development
ADVANCE II Project
cosei@acdivocaghana.org",,"Maize, rice, and soybean","119,223 households, trained beneficiaries 124,572, beneficiaries supported 131,493. ",Farming System,,,Yes,,,,Yes,"1. Provision of  fertilizer and seed credit. 
2. Plowing services
3. Mobility (tricycle or motorbikes)
4.Capital asset (tractors and shellers) and farm inputs for production",Yes,"1. Organizing in-community input promotions, taking advantage of VSLA share outs
2. Increasing the uptake of crop insurance 
3. Encouraging OGs’ to make savings to invest in production inputs
4. Scaling up the VSLA concept (200 more groups to reach another 5000 OGs in the coming 
year)
5. Promoting agricultural finance through tripartite arrangements involving buyers and 
Financial Institutions (FIs)
6. Linking OBs to FIs based on investment gaps
7. Upscale of Village Savings and Loans Associations",,,Yes ,"1. Good Agronomic Practices training
2. Post-harvest handling training
3. Quality Standards training
4. Fall Armyworm (FAW) training
5. Soybean utilization training
6. Community Fire Volunteer Squads training
7. Farming as a Business training
8. Service spraying provisions
9. Outgrower business management training
10. Pre-harvest Agribusiness Event
11. Trade Missions",Yes,Strengthen Community-based market systems
P520,Feed the Future Ghana Agricultural Development and Value Chain Enhancement II Project,"USAID ADVANCE achieves this goal through boosting the agricultural productivity of the three commodities, improving the value chain actors’ access to finance and markets, and strengthening local capacity.",U.S. Agency for International Development,USAID,Crop Production,Yes,Yes,Yes,No,Yes - sustainable food systems and value chains,ngo,"ACDI-VOCA, ACDEP, PAB Consult and TechnoServe",Upper East Region,"Bunkpurugu-Yunyoo, Chereponi, Gushiegu, Karaga, Mamprugu Moagduri, Mion, Nanumba North, Nanumba South, Savelugu Nanton, Saboba, Tamale Metropolitan, Yendi Municipal, Sawla-Tuna-Kalba, Bole, Central Gonja, Tatale Sanguli, Tolon, West Mamprusi, Zabzugu.

Bawku Municipal, Bawku West, Binduri, Bolgatanga Municipal, Builsa North, Builsa South, Garu-Tempane, Kassena Nankana East, Kassena Nankana West.

Daffiama Bussie Issa, Jirapa, Lambussie-Karni, Lawra, Nadowli-Kaleo, Nandom, Sissala East, Sissala West, Wa East, Wa Municipal, Wa West.","Techiman, Wenchi, Badu, Ejura, 
Odumase, Nkoranza, Atebubu, Kintampo, Navrongo
",Completed,2014,2020,"https://www.acdivoca.org/
projects/agricultural-
development-value-
chain-enhancement-
advance-project/","Plowing, Improved Varieties, fertilzer (organic and Inorganic)","Pearl Coleman Ackah
Private Sector Team Leader,
USAID/Ghana
packah@usaid.gov

Christel Tshikudi,
Chief of Party,
ADVANCE II Project
ctshikudi@acdivoca.org

Cecil Osei,
Technical Director-Value Chain Development
ADVANCE II Project
cosei@acdivocaghana.org",,"Maize, rice, and soybean","119,223 households, trained beneficiaries 124,572, beneficiaries supported 131,493. ",Farming System,,,Yes,,,,Yes,"1. Provision of  fertilizer and seed credit. 
2. Plowing services
3. Mobility (tricycle or motorbikes)
4.Capital asset (tractors and shellers) and farm inputs for production",Yes,"1. Organizing in-community input promotions, taking advantage of VSLA share outs
2. Increasing the uptake of crop insurance 
3. Encouraging OGs’ to make savings to invest in production inputs
4. Scaling up the VSLA concept (200 more groups to reach another 5000 OGs in the coming 
year)
5. Promoting agricultural finance through tripartite arrangements involving buyers and 
Financial Institutions (FIs)
6. Linking OBs to FIs based on investment gaps
7. Upscale of Village Savings and Loans Associations",,,Yes ,"1. Good Agronomic Practices training
2. Post-harvest handling training
3. Quality Standards training
4. Fall Armyworm (FAW) training
5. Soybean utilization training
6. Community Fire Volunteer Squads training
7. Farming as a Business training
8. Service spraying provisions
9. Outgrower business management training
10. Pre-harvest Agribusiness Event
11. Trade Missions",Yes,Strengthen Community-based market systems
P520,Feed the Future Ghana Agricultural Development and Value Chain Enhancement II Project,"USAID ADVANCE achieves this goal through boosting the agricultural productivity of the three commodities, improving the value chain actors’ access to finance and markets, and strengthening local capacity.",U.S. Agency for International Development,USAID,Crop Production,Yes,Yes,Yes,No,Yes - sustainable food systems and value chains,ngo,"ACDI-VOCA, ACDEP, PAB Consult and TechnoServe",Upper West Region,"Bunkpurugu-Yunyoo, Chereponi, Gushiegu, Karaga, Mamprugu Moagduri, Mion, Nanumba North, Nanumba South, Savelugu Nanton, Saboba, Tamale Metropolitan, Yendi Municipal, Sawla-Tuna-Kalba, Bole, Central Gonja, Tatale Sanguli, Tolon, West Mamprusi, Zabzugu.

Bawku Municipal, Bawku West, Binduri, Bolgatanga Municipal, Builsa North, Builsa South, Garu-Tempane, Kassena Nankana East, Kassena Nankana West.

Daffiama Bussie Issa, Jirapa, Lambussie-Karni, Lawra, Nadowli-Kaleo, Nandom, Sissala East, Sissala West, Wa East, Wa Municipal, Wa West.","Techiman, Wenchi, Badu, Ejura, 
Odumase, Nkoranza, Atebubu, Kintampo, Navrongo
",Completed,2014,2020,"https://www.acdivoca.org/
projects/agricultural-
development-value-
chain-enhancement-
advance-project/","Plowing, Improved Varieties, fertilzer (organic and Inorganic)","Pearl Coleman Ackah
Private Sector Team Leader,
USAID/Ghana
packah@usaid.gov

Christel Tshikudi,
Chief of Party,
ADVANCE II Project
ctshikudi@acdivoca.org

Cecil Osei,
Technical Director-Value Chain Development
ADVANCE II Project
cosei@acdivocaghana.org",,"Maize, rice, and soybean","119,223 households, trained beneficiaries 124,572, beneficiaries supported 131,493. ",Farming System,,,Yes,,,,Yes,"1. Provision of  fertilizer and seed credit. 
2. Plowing services
3. Mobility (tricycle or motorbikes)
4.Capital asset (tractors and shellers) and farm inputs for production",Yes,"1. Organizing in-community input promotions, taking advantage of VSLA share outs
2. Increasing the uptake of crop insurance 
3. Encouraging OGs’ to make savings to invest in production inputs
4. Scaling up the VSLA concept (200 more groups to reach another 5000 OGs in the coming 
year)
5. Promoting agricultural finance through tripartite arrangements involving buyers and 
Financial Institutions (FIs)
6. Linking OBs to FIs based on investment gaps
7. Upscale of Village Savings and Loans Associations",,,Yes ,"1. Good Agronomic Practices training
2. Post-harvest handling training
3. Quality Standards training
4. Fall Armyworm (FAW) training
5. Soybean utilization training
6. Community Fire Volunteer Squads training
7. Farming as a Business training
8. Service spraying provisions
9. Outgrower business management training
10. Pre-harvest Agribusiness Event
11. Trade Missions",Yes,Strengthen Community-based market systems
P521,"Feed the Future Ghana Agriculture Technology 
Transfer Project","The Feed the Future Ghana AgricultureTechnology Transfer (ATT) Project was funded by the U.S. Agency for International Development’s Ghana Mission (USAID/Ghana)to increase the competitiveness of rice, maize, and soybean value chains to foster broad-based and sustained economic growth through the increased availability of agricultural technologies in northern Ghana. ",The United States Agency for International Development,USAID,Crop Production,Yes,Yes,Yes,No,No,ngo,IFDC,Northern Region,No,"Sankana, Daffiama, Guo,Baleo-Filli, Tono, Vea, Bontanga, Golinga, Libga
",Completed,2013,2018,"https://pdf.usaid.gov/pdf_docs/PA00TQZV
.pdf","Incorporating improved varieties 
of high-value crops into their farming systems, double Cropping, Urea deep placement, rhizobial inoculation and phosphate fertilizers, minimum or no-till farming, cover cropping, use of crop residues, mixed cropping, organic matter, s PAVE and Bhungroo systems,  and crop rotation",,,"Maize, Soy, and Rice","204,175 smallholder farmers",Farming System,,,,,,,Yes,"1. Improved seed varieties (Establish the Northern 
Ghana Seed Platform and the National Seed Trade Association of Ghana).
2.Provision of seed vans, motor bikes, GPS devices,  power tiller, multi-crop planters, threshers,  shellers, and tablets.
3. Establishment of seed labs.",Yes,"$5.9 million in grants to beneficiaries,",Yes,1. Rehabilitation of Wambong Dam.,Yes ,"1. Training of seed producers.
2. ",,
P521,"Feed the Future Ghana Agriculture Technology 
Transfer Project","The Feed the Future Ghana AgricultureTechnology Transfer (ATT) Project was funded by the U.S. Agency for International Development’s Ghana Mission (USAID/Ghana)to increase the competitiveness of rice, maize, and soybean value chains to foster broad-based and sustained economic growth through the increased availability of agricultural technologies in northern Ghana. ",The United States Agency for International Development,USAID,Crop Production,Yes,Yes,Yes,No,No,ngo,IFDC,Upper East Region,No,"Sankana, Daffiama, Guo,Baleo-Filli, Tono, Vea, Bontanga, Golinga, Libga
",Completed,2013,2018,"https://pdf.usaid.gov/pdf_docs/PA00TQZV
.pdf","Incorporating improved varieties 
of high-value crops into their farming systems, double Cropping, Urea deep placement, rhizobial inoculation and phosphate fertilizers, minimum or no-till farming, cover cropping, use of crop residues, mixed cropping, organic matter, s PAVE and Bhungroo systems,  and crop rotation",,,"Maize, Soy, and Rice","204,175 smallholder farmers",Farming System,,,,,,,Yes,"1. Improved seed varieties (Establish the Northern 
Ghana Seed Platform and the National Seed Trade Association of Ghana).
2.Provision of seed vans, motor bikes, GPS devices,  power tiller, multi-crop planters, threshers,  shellers, and tablets.
3. Establishment of seed labs.",Yes,"$5.9 million in grants to beneficiaries,",Yes,1. Rehabilitation of Wambong Dam.,Yes ,"1. Training of seed producers.
2. ",,
P521,"Feed the Future Ghana Agriculture Technology 
Transfer Project","The Feed the Future Ghana AgricultureTechnology Transfer (ATT) Project was funded by the U.S. Agency for International Development’s Ghana Mission (USAID/Ghana)to increase the competitiveness of rice, maize, and soybean value chains to foster broad-based and sustained economic growth through the increased availability of agricultural technologies in northern Ghana. ",The United States Agency for International Development,USAID,Crop Production,Yes,Yes,Yes,No,No,ngo,IFDC,Upper West Region,No,"Sankana, Daffiama, Guo,Baleo-Filli, Tono, Vea, Bontanga, Golinga, Libga
",Completed,2013,2018,"https://pdf.usaid.gov/pdf_docs/PA00TQZV
.pdf","Incorporating improved varieties 
of high-value crops into their farming systems, double Cropping, Urea deep placement, rhizobial inoculation and phosphate fertilizers, minimum or no-till farming, cover cropping, use of crop residues, mixed cropping, organic matter, s PAVE and Bhungroo systems,  and crop rotation",,,"Maize, Soy, and Rice","204,175 smallholder farmers",Farming System,,,,,,,Yes,"1. Improved seed varieties (Establish the Northern 
Ghana Seed Platform and the National Seed Trade Association of Ghana).
2.Provision of seed vans, motor bikes, GPS devices,  power tiller, multi-crop planters, threshers,  shellers, and tablets.
3. Establishment of seed labs.",Yes,"$5.9 million in grants to beneficiaries,",Yes,1. Rehabilitation of Wambong Dam.,Yes ,"1. Training of seed producers.
2. ",,
P521,"Feed the Future Ghana Agriculture Technology 
Transfer Project","The Feed the Future Ghana AgricultureTechnology Transfer (ATT) Project was funded by the U.S. Agency for International Development’s Ghana Mission (USAID/Ghana)to increase the competitiveness of rice, maize, and soybean value chains to foster broad-based and sustained economic growth through the increased availability of agricultural technologies in northern Ghana. ",The United States Agency for International Development,USAID,Crop Production,Yes,Yes,Yes,No,No,ngo,IFDC,(old regions),No,"Sankana, Daffiama, Guo,Baleo-Filli, Tono, Vea, Bontanga, Golinga, Libga
",Completed,2013,2018,"https://pdf.usaid.gov/pdf_docs/PA00TQZV
.pdf","Incorporating improved varieties 
of high-value crops into their farming systems, double Cropping, Urea deep placement, rhizobial inoculation and phosphate fertilizers, minimum or no-till farming, cover cropping, use of crop residues, mixed cropping, organic matter, s PAVE and Bhungroo systems,  and crop rotation",,,"Maize, Soy, and Rice","204,175 smallholder farmers",Farming System,,,,,,,Yes,"1. Improved seed varieties (Establish the Northern 
Ghana Seed Platform and the National Seed Trade Association of Ghana).
2.Provision of seed vans, motor bikes, GPS devices,  power tiller, multi-crop planters, threshers,  shellers, and tablets.
3. Establishment of seed labs.",Yes,"$5.9 million in grants to beneficiaries,",Yes,1. Rehabilitation of Wambong Dam.,Yes ,"1. Training of seed producers.
2. ",,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Upper West Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Savannah Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Northern Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,North East Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Upper East Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Ahafo Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Eastern Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Ashanti Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Brong Ahafo Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,Bono East Region,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P522,"Fertilizer Research and Responsible Implementation (FERARI)
","The study aimed to provide a background on the fertiliser value chain in preparation for the establishment of a fertiliser multi-stakeholder platform that aligns all thr relevant stakeholders tp address existing challenges,","OCP, Mohammed VI Polytechnic University, International Fund for Agricultural Development","OCP, UM6P, IFDC",Crop Production,No,Yes (fertilizers),No,No,Yes - Fertiliser Value Chain,ngo,IFDC,,"Tolon, Gushegu, Yendi, Mion, Saboba, Kumbungu, Savelugu, Zabzugu, West Manprusi, West Gonja, Techiman, Sunyani West, Wenchi",No,Ongoing,2019,2024,https://ifdc.org/projects/fertilizer-research-and-responsible-implementation-ferari/,,,,"Rice, maize, and soybean",,Fertilizer,,,,,,,,,,,,,,,,
P523,Ghana Tilapia Seed Project (TISEED),"The 3-year program titled “Accelerating aquaculture development in Ghana through sustainable Nile Tilapia seed production and dissemination,” (TiSeed in short) was launched on February 2019 to address issues in the tilapia seed and extension system to improve productivity and profitability of tilapia cage and pond farming in Ghana, with particular focus on women and youth small-scale fish farmers.","Government of Netherlands and the CGIAR Research Programs on Policies, Institutions and Markets, Fish Agri-Food Systems", CGIAR-PIM and FISH,Fisheries and Aquaculture ,No,No,Yes,No,Yes - Fish Seed Value Chain ,ngo,"IFPRI supported by the Water Research Institute, (WRI) of the Council for Scientific and Industrial Research (CSIR) in Ghana, KIT Royal Tropical Institute in the Netherlands, and WorldFish. ",Eastern Region,No,"Techiman, Sunyani, Tano, Amomaso, Dormaa etc.",Completed,2019,2022,"Ghana Tilapia Seed Project 
(TiSeed)
 | IFPRI : International Food 
Policy Research Institute",,"Research Fellow

https://www.ifpri.org/project/ghana-tilapia-seed-project-tiseed#:~:text=Collaborators-,Catherine%20Ragasa,-Senior%20Research%20Fellow",,,"A total of 182 farmers, 15 commercial hatchery operators, and 30 zonal officers (of the Fisheries Commission)",Farming System,,,,,,,Yes,Fingeling varieties,,,,,Yes ,Fish Farming training,,
P523,Ghana Tilapia Seed Project (TISEED),"The 3-year program titled “Accelerating aquaculture development in Ghana through sustainable Nile Tilapia seed production and dissemination,” (TiSeed in short) was launched on February 2019 to address issues in the tilapia seed and extension system to improve productivity and profitability of tilapia cage and pond farming in Ghana, with particular focus on women and youth small-scale fish farmers.","Government of Netherlands and the CGIAR Research Programs on Policies, Institutions and Markets, Fish Agri-Food Systems", CGIAR-PIM and FISH,Fisheries and Aquaculture ,No,No,Yes,No,Yes - Fish Seed Value Chain ,ngo,"IFPRI supported by the Water Research Institute, (WRI) of the Council for Scientific and Industrial Research (CSIR) in Ghana, KIT Royal Tropical Institute in the Netherlands, and WorldFish. ",Volta Region,No,"Techiman, Sunyani, Tano, Amomaso, Dormaa etc.",Completed,2019,2022,"Ghana Tilapia Seed Project 
(TiSeed)
 | IFPRI : International Food 
Policy Research Institute",,"Research Fellow

https://www.ifpri.org/project/ghana-tilapia-seed-project-tiseed#:~:text=Collaborators-,Catherine%20Ragasa,-Senior%20Research%20Fellow",,,"A total of 182 farmers, 15 commercial hatchery operators, and 30 zonal officers (of the Fisheries Commission)",Farming System,,,,,,,Yes,Fingeling varieties,,,,,Yes ,Fish Farming training,,
P523,Ghana Tilapia Seed Project (TISEED),"The 3-year program titled “Accelerating aquaculture development in Ghana through sustainable Nile Tilapia seed production and dissemination,” (TiSeed in short) was launched on February 2019 to address issues in the tilapia seed and extension system to improve productivity and profitability of tilapia cage and pond farming in Ghana, with particular focus on women and youth small-scale fish farmers.","Government of Netherlands and the CGIAR Research Programs on Policies, Institutions and Markets, Fish Agri-Food Systems", CGIAR-PIM and FISH,Fisheries and Aquaculture ,No,No,Yes,No,Yes - Fish Seed Value Chain ,ngo,"IFPRI supported by the Water Research Institute, (WRI) of the Council for Scientific and Industrial Research (CSIR) in Ghana, KIT Royal Tropical Institute in the Netherlands, and WorldFish. ",Ashanti Region,No,"Techiman, Sunyani, Tano, Amomaso, Dormaa etc.",Completed,2019,2022,"Ghana Tilapia Seed Project 
(TiSeed)
 | IFPRI : International Food 
Policy Research Institute",,"Research Fellow

https://www.ifpri.org/project/ghana-tilapia-seed-project-tiseed#:~:text=Collaborators-,Catherine%20Ragasa,-Senior%20Research%20Fellow",,,"A total of 182 farmers, 15 commercial hatchery operators, and 30 zonal officers (of the Fisheries Commission)",Farming System,,,,,,,Yes,Fingeling varieties,,,,,Yes ,Fish Farming training,,
P523,Ghana Tilapia Seed Project (TISEED),"The 3-year program titled “Accelerating aquaculture development in Ghana through sustainable Nile Tilapia seed production and dissemination,” (TiSeed in short) was launched on February 2019 to address issues in the tilapia seed and extension system to improve productivity and profitability of tilapia cage and pond farming in Ghana, with particular focus on women and youth small-scale fish farmers.","Government of Netherlands and the CGIAR Research Programs on Policies, Institutions and Markets, Fish Agri-Food Systems", CGIAR-PIM and FISH,Fisheries and Aquaculture ,No,No,Yes,No,Yes - Fish Seed Value Chain ,ngo,"IFPRI supported by the Water Research Institute, (WRI) of the Council for Scientific and Industrial Research (CSIR) in Ghana, KIT Royal Tropical Institute in the Netherlands, and WorldFish. ",Bono Region,No,"Techiman, Sunyani, Tano, Amomaso, Dormaa etc.",Completed,2019,2022,"Ghana Tilapia Seed Project 
(TiSeed)
 | IFPRI : International Food 
Policy Research Institute",,"Research Fellow

https://www.ifpri.org/project/ghana-tilapia-seed-project-tiseed#:~:text=Collaborators-,Catherine%20Ragasa,-Senior%20Research%20Fellow",,,"A total of 182 farmers, 15 commercial hatchery operators, and 30 zonal officers (of the Fisheries Commission)",Farming System,,,,,,,Yes,Fingeling varieties,,,,,Yes ,Fish Farming training,,
P523,Ghana Tilapia Seed Project (TISEED),"The 3-year program titled “Accelerating aquaculture development in Ghana through sustainable Nile Tilapia seed production and dissemination,” (TiSeed in short) was launched on February 2019 to address issues in the tilapia seed and extension system to improve productivity and profitability of tilapia cage and pond farming in Ghana, with particular focus on women and youth small-scale fish farmers.","Government of Netherlands and the CGIAR Research Programs on Policies, Institutions and Markets, Fish Agri-Food Systems", CGIAR-PIM and FISH,Fisheries and Aquaculture ,No,No,Yes,No,Yes - Fish Seed Value Chain ,ngo,"IFPRI supported by the Water Research Institute, (WRI) of the Council for Scientific and Industrial Research (CSIR) in Ghana, KIT Royal Tropical Institute in the Netherlands, and WorldFish. ",Bono East Region,No,"Techiman, Sunyani, Tano, Amomaso, Dormaa etc.",Completed,2019,2022,"Ghana Tilapia Seed Project 
(TiSeed)
 | IFPRI : International Food 
Policy Research Institute",,"Research Fellow

https://www.ifpri.org/project/ghana-tilapia-seed-project-tiseed#:~:text=Collaborators-,Catherine%20Ragasa,-Senior%20Research%20Fellow",,,"A total of 182 farmers, 15 commercial hatchery operators, and 30 zonal officers (of the Fisheries Commission)",Farming System,,,,,,,Yes,Fingeling varieties,,,,,Yes ,Fish Farming training,,
